Dist,Q1,Q2,Q3,Q4,Q5A,Q6,Q7,Q8,Q9,Q10,Q11,totalCriteria,totalPop2011,adolescentPop,youthPopn,SCPropRURAL,SCPropURBAN,SCPropTOTAL,STPropRURAL,STPropURBAN,STPropTOTAL,GDDP_curr,NDDP_curr,GDDP_const,NDDP_const,pcNDDP,avg_MPCE_RURAL,foodShareExpenseRURAL,avg_MPCE_URBAN,foodShareExpenseURBAN,rationYBPL,rationYAAY,rationSAPL,rationAnna,rationWhite,totRC,avg_pccRURAL,iopRURAL,LzRatioRURAL,avg_pccURBAN,iopURBAN,LzRatioURBAN,TotRdLength,APPTWAMainW,APPTWAMarginalW,youthPopAsWorker,youthPopAsMWorker,HDI_2001,HDI_2011,HDIRS_2001,HDIRS_2011,IMR_2010,pcHealthExpenseRURAL,pcHealthExpenseRURALURBAN,popPerSubCentre,popPerPHC,popPerRH,popPerGovBed,sex_ratio_dist,POAGHF,POAPHF,POACBS,anyANC,fullNatalCare,pWomenHospDeliveries,homeDeliveries,homeDeliveries_assist,percSafeDeliveries,childSexRatio,avgHHperNH,avgHHperHH,litRateM,litRateF,litRateT,litRateSC,litRateSC.1,APL,youthPopLit,SHSAP,secondarySec,ROSWUPSTSS,numSchoolsTot,numGovSchools,numPrivASchools,numPrivNASchools,percHH_Has_TapWtr,unemploymentRT,percPassSSC,EngMedium,SchoolInfrastructure,numRoom,haveComputer,haveInternet,haveELearning,haveToilets,haveToiletsF,playground,sports,extraCurrLevel,localTrust,ruleFollow,remark,prcplGender,prcplAge,prcplMaritalStatus,prcplIfChild,prcplSpouseEdu,prcplSpouseWork,prcplSpouseOccu,prcplEdu,prcplScheme,prcplEduYear,prcplSchemeOther,prcplWorkYear,prcplWorkYearOther,prcplInternetSavy,prcplSmartPhone,prcplUsedTobacco,prcplUsingTobacco,prcplUsingQuan,prcplchoolAward,numGuestLec,tbccoUseProb,tbccoFreeGood,staffNotDemandTF,staffNotForceStopTbcco,isTrusteesActive,BlockStaffCom,BlockStaffHelpTF,staffReceivdTrainTF,schoolLeadsExCuPr,isChangeDifficult,isChangeEasy,teachDiscChallenges,canDiscChangeTeach,mstTeachNotInterest,mstTeachPrivateLessons,mstTeachGoodAcademics,mstTeachGoodExCurr,mstTeachSelfDevelopment,mstTeachParticipateExCurr,teachNeedReminders,mstParentsSchoolEvents,parentsTbccoBigThreat,mstParentsReqTF,teachNumTraining,teachAwardsGov,isPTA,parentEduLevl,numBlank ,tobaccoFree
14.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,8.0,3004.0,18.0,18.1,10.2,13.3,10.8,0.9,1.3,1.0,32799.0,29853.0,19110.0,17295.0,93518.0,637.7,54.4,1566.2,36.7,124152.0,34833.0,498211.0,1680.0,52291.0,711167.0,637.7,9.0,33.3,1566.2,23.4,54.6,10947.0,3.1,1.3,10.3,2.7,0.7,0.7,3.0,0.0,26.0,149.0,187.0,6804.0,38334.0,151206.0,2463.4,988.0,27.4,74.6,1.3,98.8,55.5,87.4,12.3,3.5,90.9,895.0,4.6,3.7,89.4,76.3,82.9,79.5,73.0,96.1,95.3,1550.0,704.0,2.2,697.0,19.0,527.0,151.0,73.4,709220.0,95.2,2.0,3.0,7.266666666666667,1.3713163064833005,1.796477495107632,1.8126232741617356,1.0532544378698225,1.0376237623762377,1.1591355599214146,13.0,4.0,2.0,2.0,2.0,1.0,44.0,3.0,2.0,9.0,1.0,17.0,0.0,2.0,28.0,1.0,4.0,9.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.605911330049261,2.0,1.0,7.0,35.0,0.0
16.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11060.0,17.8,19.2,3.3,7.6,6.6,49.7,3.3,13.9,200217.0,179526.0,124665.0,111238.0,173150.0,627.8,49.2,1307.1,39.7,56493.0,47051.0,80490.0,304.0,7082.0,191420.0,627.8,35.2,39.5,1307.1,14.2,42.5,7590.0,4.3,1.6,14.3,3.1,0.7,0.8,3.0,3.0,25.0,264.0,100.0,5443.0,34333.0,133899.0,1275.7,886.0,51.5,40.3,3.3,95.2,41.5,71.7,26.1,1.5,73.2,924.0,4.4,3.2,88.7,79.8,84.5,84.7,58.9,93.3,91.4,3069.0,1586.0,1.9,1423.0,63.0,889.0,471.0,80.8,3194526.0,93.0,4.0,0.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,4.0,0.0,0.0,2.0,1.0,39.0,3.0,1.0,9.0,2.0,17.0,2.0,1.3467561521252795,16.354691075514875,1.8021978021978022,12.0,4.007142857142857,2.0,2.0,1.0,2.0,1.9274924471299093,1.7619047619047619,1.9119638826185101,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,2.0,2.605911330049261,2.0,1.0,7.0,30.0,0.0
1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2888.0,19.8,19.5,18.7,15.5,17.5,19.9,3.4,14.0,26911.0,24692.0,14837.0,13548.0,79945.0,475.7,51.0,697.6,44.7,172795.0,121372.0,294048.0,2749.0,14351.0,605315.0,475.7,29.4,31.5,697.6,63.1,35.6,28457.0,3.7,1.7,11.5,3.5,0.6,0.7,0.0,2.0,28.0,193.0,202.0,5905.0,35112.0,140448.0,1710.0146137787056,951.0,39.7,28.1,7.1,94.8,38.3,63.6,36.8,2.3,65.9,935.0,4.4,3.6,91.5,83.1,87.4,84.6,75.0,97.7,96.9,1299.0,677.0,1.9,699.0,88.0,531.0,80.0,77.8,737342.0,85.2,4.0,0.0,8.0,2.0,2.0,2.0,1.0,1.0,1.0,13.0,4.0,2.0,1.0,2.0,2.0,40.0,3.0,1.0,9.0,1.0,14.0,2.0,1.3467561521252795,16.354691075514875,1.8021978021978022,4.0,4.007142857142857,2.0,1.0,2.0,2.0,1.9274924471299093,1.7619047619047619,1.9119638826185101,1.0,1.0,2.0,4.0,4.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,4.0,2.605911330049261,2.0,1.0,7.0,33.0,0.0
1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2888.0,19.8,19.5,18.7,15.5,17.5,19.9,3.4,14.0,26911.0,24692.0,14837.0,13548.0,79945.0,475.7,51.0,697.6,44.7,172795.0,121372.0,294048.0,2749.0,14351.0,605315.0,475.7,29.4,31.5,697.6,63.1,35.6,28457.0,3.7,1.7,11.5,3.5,0.6,0.7,0.0,2.0,28.0,193.0,202.0,5905.0,35112.0,140448.0,1710.0146137787056,951.0,39.7,28.1,7.1,94.8,38.3,63.6,36.8,2.3,65.9,935.0,4.4,3.6,91.5,83.1,87.4,84.6,75.0,97.7,96.9,1299.0,677.0,1.9,699.0,88.0,531.0,80.0,77.8,737342.0,85.2,4.0,0.0,8.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,2.0,1.0,56.0,3.0,1.7817796610169492,9.0,1.0,17.0,2.0,1.3467561521252795,16.354691075514875,1.8021978021978022,2.0,4.007142857142857,3.0,1.5243128964059196,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,2.605911330049261,1.8605150214592274,1.0,7.0,32.0,0.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2888.0,19.8,19.5,18.7,15.5,17.5,19.9,3.4,14.0,26911.0,24692.0,14837.0,13548.0,79945.0,475.7,51.0,697.6,44.7,172795.0,121372.0,294048.0,2749.0,14351.0,605315.0,475.7,29.4,31.5,697.6,63.1,35.6,28457.0,3.7,1.7,11.5,3.5,0.6,0.7,0.0,2.0,28.0,193.0,202.0,5905.0,35112.0,140448.0,1710.0146137787056,951.0,39.7,28.1,7.1,94.8,38.3,63.6,36.8,2.3,65.9,935.0,4.4,3.6,91.5,83.1,87.4,84.6,75.0,97.7,96.9,1299.0,677.0,1.9,699.0,88.0,531.0,80.0,77.8,737342.0,85.2,4.0,0.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,4.0,2.0,2.0,2.0,2.0,50.0,3.0,1.7817796610169492,9.0,1.0,17.0,2.0,1.3467561521252795,5.0,1.8021978021978022,2.0,4.007142857142857,3.0,1.5243128964059196,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,2.605911330049261,1.8605150214592274,1.0,5.0,33.0,0.0
16.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,11060.0,17.8,19.2,3.3,7.6,6.6,49.7,3.3,13.9,200217.0,179526.0,124665.0,111238.0,173150.0,627.8,49.2,1307.1,39.7,56493.0,47051.0,80490.0,304.0,7082.0,191420.0,627.8,35.2,39.5,1307.1,14.2,42.5,7590.0,4.3,1.6,14.3,3.1,0.7,0.8,3.0,3.0,25.0,264.0,100.0,5443.0,34333.0,133899.0,1275.7,886.0,51.5,40.3,3.3,95.2,41.5,71.7,26.1,1.5,73.2,924.0,4.4,3.2,88.7,79.8,84.5,84.7,58.9,93.3,91.4,3069.0,1586.0,1.9,1423.0,63.0,889.0,471.0,80.8,3194526.0,93.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,2.0,1.0,51.0,3.0,2.0,9.0,2.0,17.0,2.0,1.3467561521252795,16.354691075514875,1.8021978021978022,10.0,4.007142857142857,2.0,1.0,2.0,2.0,1.9274924471299093,1.7619047619047619,1.9119638826185101,1.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,2.605911330049261,2.0,1.0,5.0,30.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,2888.0,19.8,19.5,18.7,15.5,17.5,19.9,3.4,14.0,26911.0,24692.0,14837.0,13548.0,79945.0,475.7,51.0,697.6,44.7,172795.0,121372.0,294048.0,2749.0,14351.0,605315.0,475.7,29.4,31.5,697.6,63.1,35.6,28457.0,3.7,1.7,11.5,3.5,0.6,0.7,0.0,2.0,28.0,193.0,202.0,5905.0,35112.0,140448.0,1710.0146137787056,951.0,39.7,28.1,7.1,94.8,38.3,63.6,36.8,2.3,65.9,935.0,4.4,3.6,91.5,83.1,87.4,84.6,75.0,97.7,96.9,1299.0,677.0,1.9,699.0,88.0,531.0,80.0,77.8,737342.0,85.2,6.0,0.0,8.0,2.0,2.0,2.0,1.0,1.0,1.0,13.0,4.0,2.0,1.0,2.0,2.0,40.0,3.0,1.0,9.0,1.0,14.0,2.0,1.3467561521252795,1.0,1.8021978021978022,4.0,4.007142857142857,2.0,1.0,2.0,2.0,1.9274924471299093,1.7619047619047619,1.9119638826185101,1.0,1.0,2.0,4.0,4.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,4.0,2.605911330049261,2.0,1.0,7.0,33.0,0.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2888.0,19.8,19.5,18.7,15.5,17.5,19.9,3.4,14.0,26911.0,24692.0,14837.0,13548.0,79945.0,475.7,51.0,697.6,44.7,172795.0,121372.0,294048.0,2749.0,14351.0,605315.0,475.7,29.4,31.5,697.6,63.1,35.6,28457.0,3.7,1.7,11.5,3.5,0.6,0.7,0.0,2.0,28.0,193.0,202.0,5905.0,35112.0,140448.0,1710.0146137787056,951.0,39.7,28.1,7.1,94.8,38.3,63.6,36.8,2.3,65.9,935.0,4.4,3.6,91.5,83.1,87.4,84.6,75.0,97.7,96.9,1299.0,677.0,1.9,699.0,88.0,531.0,80.0,77.8,737342.0,85.2,6.0,0.0,8.0,2.0,2.0,2.0,1.0,1.0,1.0,13.0,4.0,2.0,1.0,2.0,2.0,40.0,3.0,1.0,9.0,1.0,14.0,2.0,1.3467561521252795,16.354691075514875,1.8021978021978022,4.0,4.007142857142857,2.0,1.0,2.0,2.0,1.9274924471299093,1.7619047619047619,1.9119638826185101,1.0,1.0,2.0,4.0,4.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,4.0,2.605911330049261,2.0,1.0,7.0,34.0,0.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2888.0,19.8,19.5,18.7,15.5,17.5,19.9,3.4,14.0,26911.0,24692.0,14837.0,13548.0,79945.0,475.7,51.0,697.6,44.7,172795.0,121372.0,294048.0,2749.0,14351.0,605315.0,475.7,29.4,31.5,697.6,63.1,35.6,28457.0,3.7,1.7,11.5,3.5,0.6,0.7,0.0,2.0,28.0,193.0,202.0,5905.0,35112.0,140448.0,1710.0146137787056,951.0,39.7,28.1,7.1,94.8,38.3,63.6,36.8,2.3,65.9,935.0,4.4,3.6,91.5,83.1,87.4,84.6,75.0,97.7,96.9,1299.0,677.0,1.9,699.0,88.0,531.0,80.0,77.8,737342.0,85.2,4.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,13.0,4.0,2.0,1.0,2.0,2.0,56.0,3.0,2.0,9.0,1.0,17.0,2.0,1.3467561521252795,16.354691075514875,1.8021978021978022,2.0,4.007142857142857,3.0,1.5243128964059196,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,2.605911330049261,1.8605150214592274,1.0,5.0,33.0,0.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2888.0,19.8,19.5,18.7,15.5,17.5,19.9,3.4,14.0,26911.0,24692.0,14837.0,13548.0,79945.0,475.7,51.0,697.6,44.7,172795.0,121372.0,294048.0,2749.0,14351.0,605315.0,475.7,29.4,31.5,697.6,63.1,35.6,28457.0,3.7,1.7,11.5,3.5,0.6,0.7,0.0,2.0,28.0,193.0,202.0,5905.0,35112.0,140448.0,1710.0146137787056,951.0,39.7,28.1,7.1,94.8,38.3,63.6,36.8,2.3,65.9,935.0,4.4,3.6,91.5,83.1,87.4,84.6,75.0,97.7,96.9,1299.0,677.0,1.9,699.0,88.0,531.0,80.0,77.8,737342.0,85.2,2.0,0.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,2.0,1.0,52.0,3.0,2.0,9.0,1.0,17.0,2.0,1.3467561521252795,2.0,1.8021978021978022,2.0,4.007142857142857,3.0,1.5243128964059196,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,1.778494623655914,2.3974082073434126,2.24622030237581,2.605911330049261,1.8605150214592274,1.0,5.0,33.0,0.0
1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2888.0,19.8,19.5,18.7,15.5,17.5,19.9,3.4,14.0,26911.0,24692.0,14837.0,13548.0,79945.0,475.7,51.0,697.6,44.7,172795.0,121372.0,294048.0,2749.0,14351.0,605315.0,475.7,29.4,31.5,697.6,63.1,35.6,28457.0,3.7,1.7,11.5,3.5,0.6,0.7,0.0,2.0,28.0,193.0,202.0,5905.0,35112.0,140448.0,1710.0146137787056,951.0,39.7,28.1,7.1,94.8,38.3,63.6,36.8,2.3,65.9,935.0,4.4,3.6,91.5,83.1,87.4,84.6,75.0,97.7,96.9,1299.0,677.0,1.9,699.0,88.0,531.0,80.0,77.8,737342.0,85.2,4.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,13.0,4.0,2.0,1.0,2.0,1.0,56.0,3.0,2.0,9.0,1.0,17.0,2.0,1.3467561521252795,16.354691075514875,1.8021978021978022,2.0,4.007142857142857,3.0,1.5243128964059196,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,2.605911330049261,1.8605150214592274,1.0,5.0,33.0,0.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,2888.0,19.8,19.5,18.7,15.5,17.5,19.9,3.4,14.0,26911.0,24692.0,14837.0,13548.0,79945.0,475.7,51.0,697.6,44.7,172795.0,121372.0,294048.0,2749.0,14351.0,605315.0,475.7,29.4,31.5,697.6,63.1,35.6,28457.0,3.7,1.7,11.5,3.5,0.6,0.7,0.0,2.0,28.0,193.0,202.0,5905.0,35112.0,140448.0,1710.0146137787056,951.0,39.7,28.1,7.1,94.8,38.3,63.6,36.8,2.3,65.9,935.0,4.4,3.6,91.5,83.1,87.4,84.6,75.0,97.7,96.9,1299.0,677.0,1.9,699.0,88.0,531.0,80.0,77.8,737342.0,85.2,2.0,0.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,12.0,4.0,2.0,2.0,2.0,2.0,48.0,3.0,1.0,9.0,1.0,12.0,2.0,1.3467561521252795,16.354691075514875,1.8021978021978022,4.0,4.007142857142857,2.0,1.0,2.0,2.0,1.9274924471299093,1.7619047619047619,1.9119638826185101,1.0,1.0,2.0,4.0,4.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,4.0,1.0,2.3974082073434126,2.24622030237581,2.605911330049261,2.0,1.0,5.0,35.0,0.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2888.0,19.8,19.5,18.7,15.5,17.5,19.9,3.4,14.0,26911.0,24692.0,14837.0,13548.0,79945.0,475.7,51.0,697.6,44.7,172795.0,121372.0,294048.0,2749.0,14351.0,605315.0,475.7,29.4,31.5,697.6,63.1,35.6,28457.0,3.7,1.7,11.5,3.5,0.6,0.7,0.0,2.0,28.0,193.0,202.0,5905.0,35112.0,140448.0,1710.0146137787056,951.0,39.7,28.1,7.1,94.8,38.3,63.6,36.8,2.3,65.9,935.0,4.4,3.6,91.5,83.1,87.4,84.6,75.0,97.7,96.9,1299.0,677.0,1.9,699.0,88.0,531.0,80.0,77.8,737342.0,85.2,3.0,0.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,4.0,2.0,2.0,2.0,2.0,53.0,3.0,1.0,9.0,1.0,6.0,2.0,1.3467561521252795,16.354691075514875,1.8021978021978022,4.0,4.007142857142857,2.0,1.0,2.0,2.0,1.9274924471299093,1.7619047619047619,1.9119638826185101,1.0,1.0,2.0,4.0,4.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,4.0,1.778494623655914,2.3974082073434126,2.24622030237581,2.605911330049261,2.0,1.0,7.0,36.0,0.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2888.0,19.8,19.5,18.7,15.5,17.5,19.9,3.4,14.0,26911.0,24692.0,14837.0,13548.0,79945.0,475.7,51.0,697.6,44.7,172795.0,121372.0,294048.0,2749.0,14351.0,605315.0,475.7,29.4,31.5,697.6,63.1,35.6,28457.0,3.7,1.7,11.5,3.5,0.6,0.7,0.0,2.0,28.0,193.0,202.0,5905.0,35112.0,140448.0,1710.0146137787056,951.0,39.7,28.1,7.1,94.8,38.3,63.6,36.8,2.3,65.9,935.0,4.4,3.6,91.5,83.1,87.4,84.6,75.0,97.7,96.9,1299.0,677.0,1.9,699.0,88.0,531.0,80.0,77.8,737342.0,85.2,3.0,0.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,4.0,2.0,2.0,2.0,2.0,58.0,3.0,1.0,9.0,1.0,6.0,2.0,1.3467561521252795,16.354691075514875,1.8021978021978022,4.0,4.007142857142857,2.0,1.0,2.0,2.0,1.9274924471299093,1.7619047619047619,1.9119638826185101,1.0,1.0,2.0,4.0,4.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,4.0,1.778494623655914,2.3974082073434126,2.24622030237581,2.605911330049261,2.0,1.0,7.0,36.0,0.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2888.0,19.8,19.5,18.7,15.5,17.5,19.9,3.4,14.0,26911.0,24692.0,14837.0,13548.0,79945.0,475.7,51.0,697.6,44.7,172795.0,121372.0,294048.0,2749.0,14351.0,605315.0,475.7,29.4,31.5,697.6,63.1,35.6,28457.0,3.7,1.7,11.5,3.5,0.6,0.7,0.0,2.0,28.0,193.0,202.0,5905.0,35112.0,140448.0,1710.0146137787056,951.0,39.7,28.1,7.1,94.8,38.3,63.6,36.8,2.3,65.9,935.0,4.4,3.6,91.5,83.1,87.4,84.6,75.0,97.7,96.9,1299.0,677.0,1.9,699.0,88.0,531.0,80.0,77.8,737342.0,85.2,3.0,0.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,4.0,2.0,2.0,2.0,2.0,43.0,3.0,1.0,9.0,1.0,14.0,2.0,1.3467561521252795,16.354691075514875,1.8021978021978022,4.0,4.007142857142857,2.0,1.0,2.0,2.0,1.9274924471299093,1.7619047619047619,1.9119638826185101,1.0,1.0,2.0,4.0,4.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,4.0,1.778494623655914,2.3974082073434126,2.24622030237581,2.605911330049261,2.0,1.0,7.0,36.0,0.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2888.0,19.8,19.5,18.7,15.5,17.5,19.9,3.4,14.0,26911.0,24692.0,14837.0,13548.0,79945.0,475.7,51.0,697.6,44.7,172795.0,121372.0,294048.0,2749.0,14351.0,605315.0,475.7,29.4,31.5,697.6,63.1,35.6,28457.0,3.7,1.7,11.5,3.5,0.6,0.7,0.0,2.0,28.0,193.0,202.0,5905.0,35112.0,140448.0,1710.0146137787056,951.0,39.7,28.1,7.1,94.8,38.3,63.6,36.8,2.3,65.9,935.0,4.4,3.6,91.5,83.1,87.4,84.6,75.0,97.7,96.9,1299.0,677.0,1.9,699.0,88.0,531.0,80.0,77.8,737342.0,85.2,3.0,0.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,4.0,2.0,2.0,2.0,2.0,42.0,3.0,1.0,9.0,1.0,6.0,2.0,1.3467561521252795,16.354691075514875,1.8021978021978022,4.0,4.007142857142857,2.0,1.0,2.0,2.0,1.9274924471299093,1.7619047619047619,1.9119638826185101,1.0,1.0,2.0,4.0,4.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,4.0,1.778494623655914,2.3974082073434126,2.24622030237581,2.605911330049261,2.0,1.0,7.0,36.0,0.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2888.0,19.8,19.5,18.7,15.5,17.5,19.9,3.4,14.0,26911.0,24692.0,14837.0,13548.0,79945.0,475.7,51.0,697.6,44.7,172795.0,121372.0,294048.0,2749.0,14351.0,605315.0,475.7,29.4,31.5,697.6,63.1,35.6,28457.0,3.7,1.7,11.5,3.5,0.6,0.7,0.0,2.0,28.0,193.0,202.0,5905.0,35112.0,140448.0,1710.0146137787056,951.0,39.7,28.1,7.1,94.8,38.3,63.6,36.8,2.3,65.9,935.0,4.4,3.6,91.5,83.1,87.4,84.6,75.0,97.7,96.9,1299.0,677.0,1.9,699.0,88.0,531.0,80.0,77.8,737342.0,85.2,2.0,0.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,12.0,4.0,2.0,2.0,2.0,2.0,40.0,3.0,1.0,9.0,1.0,12.0,2.0,1.3467561521252795,16.354691075514875,1.8021978021978022,4.0,4.007142857142857,2.0,1.0,2.0,2.0,1.9274924471299093,1.7619047619047619,1.9119638826185101,1.0,1.0,2.0,4.0,4.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,4.0,1.778494623655914,2.3974082073434126,2.24622030237581,2.605911330049261,2.0,1.0,7.0,36.0,0.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2888.0,19.8,19.5,18.7,15.5,17.5,19.9,3.4,14.0,26911.0,24692.0,14837.0,13548.0,79945.0,475.7,51.0,697.6,44.7,172795.0,121372.0,294048.0,2749.0,14351.0,605315.0,475.7,29.4,31.5,697.6,63.1,35.6,28457.0,3.7,1.7,11.5,3.5,0.6,0.7,0.0,2.0,28.0,193.0,202.0,5905.0,35112.0,140448.0,1710.0146137787056,951.0,39.7,28.1,7.1,94.8,38.3,63.6,36.8,2.3,65.9,935.0,4.4,3.6,91.5,83.1,87.4,84.6,75.0,97.7,96.9,1299.0,677.0,1.9,699.0,88.0,531.0,80.0,77.8,737342.0,85.2,2.0,0.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,4.0,2.0,2.0,2.0,2.0,48.0,3.0,1.0,9.0,1.0,6.0,2.0,1.3467561521252795,16.354691075514875,1.8021978021978022,4.0,4.007142857142857,2.0,1.0,2.0,2.0,1.9274924471299093,1.7619047619047619,1.9119638826185101,1.0,1.0,2.0,4.0,4.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,4.0,1.778494623655914,2.3974082073434126,2.24622030237581,2.605911330049261,2.0,1.0,7.0,36.0,0.0
