Dist,Q1,Q2,Q3,Q4,Q5A,Q6,Q7,Q8,Q9,Q10,Q11,totalCriteria,totalPop2011,adolescentPop,youthPopn,SCPropRURAL,SCPropURBAN,SCPropTOTAL,STPropRURAL,STPropURBAN,STPropTOTAL,GDDP_curr,NDDP_curr,GDDP_const,NDDP_const,pcNDDP,avg_MPCE_RURAL,foodShareExpenseRURAL,avg_MPCE_URBAN,foodShareExpenseURBAN,rationYBPL,rationYAAY,rationSAPL,rationAnna,rationWhite,totRC,avg_pccRURAL,iopRURAL,LzRatioRURAL,avg_pccURBAN,iopURBAN,LzRatioURBAN,TotRdLength,APPTWAMainW,APPTWAMarginalW,youthPopAsWorker,youthPopAsMWorker,HDI_2001,HDI_2011,HDIRS_2001,HDIRS_2011,IMR_2010,pcHealthExpenseRURAL,pcHealthExpenseRURALURBAN,popPerSubCentre,popPerPHC,popPerRH,popPerGovBed,sex_ratio_dist,POAGHF,POAPHF,POACBS,anyANC,fullNatalCare,pWomenHospDeliveries,homeDeliveries,homeDeliveries_assist,percSafeDeliveries,childSexRatio,avgHHperNH,avgHHperHH,litRateM,litRateF,litRateT,litRateSC,litRateSC.1,APL,youthPopLit,SHSAP,secondarySec,ROSWUPSTSS,numSchoolsTot,numGovSchools,numPrivASchools,numPrivNASchools,percHH_Has_TapWtr,unemploymentRT,percPassSSC,EngMedium,SchoolInfrastructure,numRoom,haveComputer,haveInternet,haveELearning,haveToilets,haveToiletsF,playground,sports,extraCurrLevel,localTrust,ruleFollow,remark,prcplGender,prcplAge,prcplMaritalStatus,prcplIfChild,prcplSpouseEdu,prcplSpouseWork,prcplSpouseOccu,prcplEdu,prcplScheme,prcplEduYear,prcplSchemeOther,prcplWorkYear,prcplWorkYearOther,prcplInternetSavy,prcplSmartPhone,prcplUsedTobacco,prcplUsingTobacco,prcplUsingQuan,prcplchoolAward,numGuestLec,tbccoUseProb,tbccoFreeGood,staffNotDemandTF,staffNotForceStopTbcco,isTrusteesActive,BlockStaffCom,BlockStaffHelpTF,staffReceivdTrainTF,schoolLeadsExCuPr,isChangeDifficult,isChangeEasy,teachDiscChallenges,canDiscChangeTeach,mstTeachNotInterest,mstTeachPrivateLessons,mstTeachGoodAcademics,mstTeachGoodExCurr,mstTeachSelfDevelopment,mstTeachParticipateExCurr,teachNeedReminders,mstParentsSchoolEvents,parentsTbccoBigThreat,mstParentsReqTF,teachNumTraining,teachAwardsGov,isPTA,parentEduLevl,numBlank ,tobaccoFree
5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,1177.0,21.4,19.4,16.2,11.6,15.5,10.7,2.9,9.5,6555.0,6051.0,3463.0,3173.0,53780.0,613.9,45.9,657.2,48.2,60350.0,27309.0,157750.0,984.0,2455.0,248848.0,613.9,24.8,37.3,657.2,59.2,36.0,3432.0,7.5,1.4,17.3,2.5,0.6,0.6,1.0,1.0,16.0,136.0,37.0,7463.0,41048.0,197030.0,2927.0,942.0,27.1,41.1,2.2,93.2,21.9,41.5,57.7,5.8,47.3,882.0,5.1,4.4,86.9,69.0,78.2,75.5,72.2,96.0,94.1,669.0,179.0,3.7,191.0,39.0,104.0,48.0,35.9,193420.0,83.4,2.0,0.0,9.0,1.0,1.0,2.0,1.0,2.0,1.0,13.0,4.0,0.0,1.0,0.0,1.0,37.0,3.0,3.0,3.0,2.0,6.0,5.0,1.0,14.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1.9274924471299093,1.7619047619047619,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,4.0,2.0,2.0,1.0,7.0,17.0,1.0
5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,1177.0,21.4,19.4,16.2,11.6,15.5,10.7,2.9,9.5,6555.0,6051.0,3463.0,3173.0,53780.0,613.9,45.9,657.2,48.2,60350.0,27309.0,157750.0,984.0,2455.0,248848.0,613.9,24.8,37.3,657.2,59.2,36.0,3432.0,7.5,1.4,17.3,2.5,0.6,0.6,1.0,1.0,16.0,136.0,37.0,7463.0,41048.0,197030.0,2927.0,942.0,27.1,41.1,2.2,93.2,21.9,41.5,57.7,5.8,47.3,882.0,5.1,4.4,86.9,69.0,78.2,75.5,72.2,96.0,94.1,669.0,179.0,3.7,191.0,39.0,104.0,48.0,35.9,193420.0,83.4,4.0,0.0,15.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,3.0,0.0,1.0,0.0,1.0,23.0,1.0,0.0,9.0,2.0,6.0,2.0,1.0,4.0,2.0,4.0,0.0,1.0,1.0,2.0,2.0,1.9274924471299093,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,4.0,4.0,1.0,1.0,6.0,17.0,1.0
5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,1177.0,21.4,19.4,16.2,11.6,15.5,10.7,2.9,9.5,6555.0,6051.0,3463.0,3173.0,53780.0,613.9,45.9,657.2,48.2,60350.0,27309.0,157750.0,984.0,2455.0,248848.0,613.9,24.8,37.3,657.2,59.2,36.0,3432.0,7.5,1.4,17.3,2.5,0.6,0.6,1.0,1.0,16.0,136.0,37.0,7463.0,41048.0,197030.0,2927.0,942.0,27.1,41.1,2.2,93.2,21.9,41.5,57.7,5.8,47.3,882.0,5.1,4.4,86.9,69.0,78.2,75.5,72.2,96.0,94.1,669.0,179.0,3.7,191.0,39.0,104.0,48.0,35.9,193420.0,83.4,2.0,0.0,8.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,45.0,3.0,2.0,3.0,2.0,6.0,5.0,1.0,16.0,2.0,6.0,0.0,2.0,1.0,2.0,2.0,1.9274924471299093,1.7619047619047619,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,4.0,4.0,1.0,1.0,6.0,17.0,1.0
9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,4654.0,18.0,19.3,15.9,19.9,18.6,13.6,7.5,9.4,70183.0,63114.0,43170.0,38703.0,123610.0,507.7,52.1,1040.9,38.8,136894.0,100612.0,436116.0,6902.0,69339.0,749863.0,507.7,30.3,34.5,1040.9,36.8,39.5,8920.0,3.1,1.1,10.9,2.6,0.7,0.8,3.0,3.0,34.0,430.0,477.0,5325.0,34340.0,129434.0,1417.8,951.0,55.8,46.8,4.0,98.2,44.9,82.2,18.1,2.2,84.4,931.0,4.4,3.1,92.1,84.5,88.4,88.5,82.2,97.1,96.7,1733.0,919.0,1.9,877.0,68.0,645.0,164.0,76.4,1378306.0,88.9,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,13.0,1.0,0.0,1.0,0.0,2.0,37.0,3.0,2.0,6.0,1.0,8.0,5.0,1.0,27.0,2.0,2.0,0.0,3.0,1.0,2.0,2.0,1.9274924471299093,1.7619047619047619,0.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,3.0,2.0,1.0,7.0,17.0,1.0
19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,2772.0,20.7,19.7,11.5,13.2,11.8,21.8,6.7,18.5,20481.0,18689.0,11559.0,10456.0,66287.0,485.9,49.4,764.6,40.4,133095.0,132834.0,286257.0,2642.0,11087.0,567915.0,485.9,33.4,30.9,764.6,59.4,40.9,8568.0,6.0,1.5,14.5,3.0,0.6,0.7,2.0,2.0,21.0,159.0,418.0,5351.0,36949.0,136927.0,1728.6,952.0,36.6,51.0,3.4,88.0,28.7,53.4,45.1,6.0,59.4,922.0,4.3,3.4,89.4,75.9,82.8,82.8,76.1,96.8,95.3,1452.0,615.0,2.4,630.0,76.0,471.0,83.0,43.9,540673.0,84.9,2.0,0.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,36.0,3.0,2.0,0.0,1.0,6.0,5.0,1.0,15.0,2.0,4.0,0.0,1.0,1.0,2.0,2.0,1.9274924471299093,1.7619047619047619,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,2.0,1.0,7.0,17.0,1.0
19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,2772.0,20.7,19.7,11.5,13.2,11.8,21.8,6.7,18.5,20481.0,18689.0,11559.0,10456.0,66287.0,485.9,49.4,764.6,40.4,133095.0,132834.0,286257.0,2642.0,11087.0,567915.0,485.9,33.4,30.9,764.6,59.4,40.9,8568.0,6.0,1.5,14.5,3.0,0.6,0.7,2.0,2.0,21.0,159.0,418.0,5351.0,36949.0,136927.0,1728.6,952.0,36.6,51.0,3.4,88.0,28.7,53.4,45.1,6.0,59.4,922.0,4.3,3.4,89.4,75.9,82.8,82.8,76.1,96.8,95.3,1452.0,615.0,2.4,630.0,76.0,471.0,83.0,43.9,540673.0,84.9,2.0,0.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,0.0,1.0,0.0,1.0,45.0,3.0,2.0,0.0,2.0,6.0,2.0,1.0,16.0,2.0,1.0,0.0,3.0,2.0,1.0,2.0,1.9274924471299093,1.7619047619047619,0.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,5.0,2.0,1.0,7.0,17.0,1.0
19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,2772.0,20.7,19.7,11.5,13.2,11.8,21.8,6.7,18.5,20481.0,18689.0,11559.0,10456.0,66287.0,485.9,49.4,764.6,40.4,133095.0,132834.0,286257.0,2642.0,11087.0,567915.0,485.9,33.4,30.9,764.6,59.4,40.9,8568.0,6.0,1.5,14.5,3.0,0.6,0.7,2.0,2.0,21.0,159.0,418.0,5351.0,36949.0,136927.0,1728.6,952.0,36.6,51.0,3.4,88.0,28.7,53.4,45.1,6.0,59.4,922.0,4.3,3.4,89.4,75.9,82.8,82.8,76.1,96.8,95.3,1452.0,615.0,2.4,630.0,76.0,471.0,83.0,43.9,540673.0,84.9,2.0,0.0,8.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,4.0,0.0,1.0,0.0,2.0,57.0,3.0,2.0,3.0,1.0,13.0,7.0,1.0,31.0,2.0,1.0,4.0,3.0,2.0,2.0,2.0,1.9274924471299093,1.7619047619047619,0.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,7.0,17.0,1.0
19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,2772.0,20.7,19.7,11.5,13.2,11.8,21.8,6.7,18.5,20481.0,18689.0,11559.0,10456.0,66287.0,485.9,49.4,764.6,40.4,133095.0,132834.0,286257.0,2642.0,11087.0,567915.0,485.9,33.4,30.9,764.6,59.4,40.9,8568.0,6.0,1.5,14.5,3.0,0.6,0.7,2.0,2.0,21.0,159.0,418.0,5351.0,36949.0,136927.0,1728.6,952.0,36.6,51.0,3.4,88.0,28.7,53.4,45.1,6.0,59.4,922.0,4.3,3.4,89.4,75.9,82.8,82.8,76.1,96.8,95.3,1452.0,615.0,2.4,630.0,76.0,471.0,83.0,43.9,540673.0,84.9,2.0,0.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,45.0,3.0,2.0,0.0,2.0,6.0,2.0,1.0,24.0,2.0,1.0,0.0,3.0,2.0,2.0,2.0,1.9274924471299093,1.7619047619047619,0.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,5.0,2.0,1.0,7.0,17.0,1.0
19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,2772.0,20.7,19.7,11.5,13.2,11.8,21.8,6.7,18.5,20481.0,18689.0,11559.0,10456.0,66287.0,485.9,49.4,764.6,40.4,133095.0,132834.0,286257.0,2642.0,11087.0,567915.0,485.9,33.4,30.9,764.6,59.4,40.9,8568.0,6.0,1.5,14.5,3.0,0.6,0.7,2.0,2.0,21.0,159.0,418.0,5351.0,36949.0,136927.0,1728.6,952.0,36.6,51.0,3.4,88.0,28.7,53.4,45.1,6.0,59.4,922.0,4.3,3.4,89.4,75.9,82.8,82.8,76.1,96.8,95.3,1452.0,615.0,2.4,630.0,76.0,471.0,83.0,43.9,540673.0,84.9,2.0,0.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,4.0,0.0,1.0,0.0,1.0,43.0,3.0,3.0,0.0,2.0,6.0,2.0,1.0,17.0,2.0,2.0,6.0,1.0,1.0,1.0,2.0,1.9274924471299093,1.7619047619047619,3.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,7.0,17.0,1.0
19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,2772.0,20.7,19.7,11.5,13.2,11.8,21.8,6.7,18.5,20481.0,18689.0,11559.0,10456.0,66287.0,485.9,49.4,764.6,40.4,133095.0,132834.0,286257.0,2642.0,11087.0,567915.0,485.9,33.4,30.9,764.6,59.4,40.9,8568.0,6.0,1.5,14.5,3.0,0.6,0.7,2.0,2.0,21.0,159.0,418.0,5351.0,36949.0,136927.0,1728.6,952.0,36.6,51.0,3.4,88.0,28.7,53.4,45.1,6.0,59.4,922.0,4.3,3.4,89.4,75.9,82.8,82.8,76.1,96.8,95.3,1452.0,615.0,2.4,630.0,76.0,471.0,83.0,43.9,540673.0,84.9,4.0,0.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,56.0,3.0,4.0,5.0,2.0,6.0,2.0,2.0,32.0,2.0,3.0,0.0,3.0,2.0,2.0,2.0,1.9274924471299093,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,2.0,1.0,7.0,17.0,1.0
19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,2772.0,20.7,19.7,11.5,13.2,11.8,21.8,6.7,18.5,20481.0,18689.0,11559.0,10456.0,66287.0,485.9,49.4,764.6,40.4,133095.0,132834.0,286257.0,2642.0,11087.0,567915.0,485.9,33.4,30.9,764.6,59.4,40.9,8568.0,6.0,1.5,14.5,3.0,0.6,0.7,2.0,2.0,21.0,159.0,418.0,5351.0,36949.0,136927.0,1728.6,952.0,36.6,51.0,3.4,88.0,28.7,53.4,45.1,6.0,59.4,922.0,4.3,3.4,89.4,75.9,82.8,82.8,76.1,96.8,95.3,1452.0,615.0,2.4,630.0,76.0,471.0,83.0,43.9,540673.0,84.9,2.0,0.0,8.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,47.379876796714576,3.0,2.0,3.0,2.0,6.0,5.0,1.0,24.0,2.0,5.0,0.0,1.0,1.0,1.0,2.0,1.9274924471299093,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,2.0,1.0,7.0,17.0,1.0
19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,2772.0,20.7,19.7,11.5,13.2,11.8,21.8,6.7,18.5,20481.0,18689.0,11559.0,10456.0,66287.0,485.9,49.4,764.6,40.4,133095.0,132834.0,286257.0,2642.0,11087.0,567915.0,485.9,33.4,30.9,764.6,59.4,40.9,8568.0,6.0,1.5,14.5,3.0,0.6,0.7,2.0,2.0,21.0,159.0,418.0,5351.0,36949.0,136927.0,1728.6,952.0,36.6,51.0,3.4,88.0,28.7,53.4,45.1,6.0,59.4,922.0,4.3,3.4,89.4,75.9,82.8,82.8,76.1,96.8,95.3,1452.0,615.0,2.4,630.0,76.0,471.0,83.0,43.9,540673.0,82.7,2.0,0.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,41.0,3.0,2.0,6.0,2.0,6.0,3.0,1.0,19.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.9274924471299093,1.7619047619047619,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,7.0,16.0,1.0
12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,1615.0,19.1,16.7,4.3,3.6,4.1,1.4,0.6,1.3,19365.0,17294.0,11526.0,10236.0,90226.0,638.2,47.3,1098.8,44.0,72606.0,42648.0,261716.0,853.0,39658.0,417481.0,638.2,16.6,40.1,1098.8,29.6,39.3,8355.0,2.8,2.3,9.0,4.4,0.6,0.7,0.0,0.0,32.0,165.0,361.0,4259.0,24031.0,134170.0,1294.9,1122.0,57.9,43.1,0.7,96.3,37.2,73.3,26.5,3.4,76.7,936.0,4.1,3.8,90.9,74.5,82.2,82.5,65.1,98.4,97.3,1480.0,392.0,3.8,386.0,4.0,311.0,71.0,60.5,357123.0,96.3,2.0,0.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,48.0,3.0,2.0,0.0,2.0,6.0,2.0,2.0,29.0,2.0,8.0,0.0,2.0,1.0,2.0,2.0,1.9274924471299093,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,16.0,1.0,1.0,7.0,16.0,1.0
13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,2822.0,18.3,18.2,12.0,14.0,12.5,0.6,0.8,0.6,34117.0,31070.0,20042.0,18153.0,103588.0,583.9,55.7,685.9,53.0,69604.0,35605.0,486125.0,1007.0,73360.0,665701.0,583.9,12.1,33.9,685.9,61.7,34.1,10245.0,3.6,1.2,11.4,2.4,0.7,0.7,3.0,3.0,20.0,131.0,355.0,6963.0,37767.0,148549.0,2176.3,966.0,47.8,55.0,1.4,97.3,49.7,76.1,24.3,2.8,78.9,867.0,4.7,3.6,88.2,74.6,81.5,78.0,76.2,96.1,95.1,1157.0,602.0,1.9,615.0,2.0,528.0,85.0,67.3,706036.0,89.23389830508475,2.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,2.0,45.0,3.0,2.0,9.0,2.0,6.0,2.0,2.0,3.0,2.0,10.0,4.0,3.0,2.0,1.0,2.0,1.9274924471299093,1.7619047619047619,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,18.0,1.0
7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,3876.0,17.9,18.4,13.4,12.1,13.0,0.8,0.6,0.8,54630.0,49525.0,33079.0,29789.0,119783.0,626.7,54.0,873.2,47.2,148371.0,56286.0,641442.0,181.0,93708.0,939988.0,626.7,10.6,36.5,873.2,40.1,38.1,7758.0,2.9,1.1,10.7,2.5,0.7,0.8,3.0,3.0,22.0,153.0,201.0,6722.0,38560.0,138814.0,1865.5,957.0,39.0,64.4,0.8,97.4,37.4,89.0,10.1,3.6,92.6,863.0,4.6,3.4,88.6,74.2,81.5,77.8,80.0,96.1,95.5,1675.0,867.0,1.9,847.0,11.0,690.0,146.0,85.4,990339.0,89.23389830508475,1.0,0.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,0.0,0.0,1.0,0.0,1.0,40.0,3.0,2.0,9.0,2.0,6.0,2.0,2.0,4.0,2.0,6.0,1.0,2.0,1.0,2.0,2.0,1.9274924471299093,1.7619047619047619,5.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,1.0,7.0,18.0,1.0
19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,2772.0,20.7,19.7,11.5,13.2,11.8,21.8,6.7,18.5,20481.0,18689.0,11559.0,10456.0,66287.0,485.9,49.4,764.6,40.4,133095.0,132834.0,286257.0,2642.0,11087.0,567915.0,485.9,33.4,30.9,764.6,59.4,40.9,8568.0,6.0,1.5,14.5,3.0,0.6,0.7,2.0,2.0,21.0,159.0,418.0,5351.0,36949.0,136927.0,1728.6,952.0,36.6,51.0,3.4,88.0,28.7,53.4,45.1,6.0,59.4,922.0,4.3,3.4,89.4,75.9,82.8,82.8,76.1,96.8,95.3,1452.0,615.0,2.4,630.0,76.0,471.0,83.0,43.9,540673.0,82.7,2.0,0.0,7.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,39.0,3.0,2.0,6.0,2.0,6.0,5.0,1.0,17.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.9274924471299093,1.7619047619047619,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,2.0,1.0,7.0,16.0,1.0
19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,2772.0,20.7,19.7,11.5,13.2,11.8,21.8,6.7,18.5,20481.0,18689.0,11559.0,10456.0,66287.0,485.9,49.4,764.6,40.4,133095.0,132834.0,286257.0,2642.0,11087.0,567915.0,485.9,33.4,30.9,764.6,59.4,40.9,8568.0,6.0,1.5,14.5,3.0,0.6,0.7,2.0,2.0,21.0,159.0,418.0,5351.0,36949.0,136927.0,1728.6,952.0,36.6,51.0,3.4,88.0,28.7,53.4,45.1,6.0,59.4,922.0,4.3,3.4,89.4,75.9,82.8,82.8,76.1,96.8,95.3,1452.0,615.0,2.4,630.0,76.0,471.0,83.0,43.9,540673.0,82.7,2.0,0.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,39.0,3.0,2.0,0.0,2.0,6.0,3.0,1.0,18.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,1.9274924471299093,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,2.0,1.0,7.0,16.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,2888.0,19.8,19.5,18.7,15.5,17.5,19.9,3.4,14.0,26911.0,24692.0,14837.0,13548.0,79945.0,475.7,51.0,697.6,44.7,172795.0,121372.0,294048.0,2749.0,14351.0,605315.0,475.7,29.4,31.5,697.6,63.1,35.6,28457.0,3.7,1.7,11.5,3.5,0.6,0.7,0.0,2.0,28.0,193.0,202.0,5905.0,35112.0,140448.0,1710.0146137787056,951.0,39.7,28.1,7.1,94.8,38.3,63.6,36.8,2.3,65.9,935.0,4.4,3.6,91.5,83.1,87.4,84.6,75.0,97.7,96.9,1299.0,677.0,1.9,699.0,88.0,531.0,80.0,77.8,737342.0,85.2,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,13.0,0.0,0.0,1.0,0.0,1.0,56.0,3.0,2.0,3.0,2.0,6.0,2.0,1.0,8.0,2.0,12.0,2.0,2.0,2.0,2.0,2.0,1.9274924471299093,1.7619047619047619,0.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,5.0,2.0,1.0,5.0,18.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,2888.0,19.8,19.5,18.7,15.5,17.5,19.9,3.4,14.0,26911.0,24692.0,14837.0,13548.0,79945.0,475.7,51.0,697.6,44.7,172795.0,121372.0,294048.0,2749.0,14351.0,605315.0,475.7,29.4,31.5,697.6,63.1,35.6,28457.0,3.7,1.7,11.5,3.5,0.6,0.7,0.0,2.0,28.0,193.0,202.0,5905.0,35112.0,140448.0,1710.0146137787056,951.0,39.7,28.1,7.1,94.8,38.3,63.6,36.8,2.3,65.9,935.0,4.4,3.6,91.5,83.1,87.4,84.6,75.0,97.7,96.9,1299.0,677.0,1.9,699.0,88.0,531.0,80.0,77.8,737342.0,85.2,4.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,13.0,3.0,0.0,1.0,0.0,2.0,35.0,3.0,0.0,0.0,1.0,12.0,6.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,2.0,1.9274924471299093,1.7619047619047619,2.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,5.0,18.0,1.0
14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,3004.0,18.0,18.1,10.2,13.3,10.8,0.9,1.3,1.0,32799.0,29853.0,19110.0,17295.0,93518.0,637.7,54.4,1566.2,36.7,124152.0,34833.0,498211.0,1680.0,52291.0,711167.0,637.7,9.0,33.3,1566.2,23.4,54.6,10947.0,3.1,1.3,10.3,2.7,0.7,0.7,3.0,0.0,26.0,149.0,187.0,6804.0,38334.0,151206.0,2463.4,988.0,27.4,74.6,1.3,98.8,55.5,87.4,12.3,3.5,90.9,895.0,4.6,3.7,89.4,76.3,82.9,79.5,73.0,96.1,95.3,1550.0,704.0,2.2,697.0,19.0,527.0,151.0,73.4,709220.0,95.2,2.0,0.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,54.0,3.0,2.0,1.0,2.0,6.0,2.0,2.0,4.0,2.0,4.0,20.0,1.0,2.0,1.0,1.0,1.9274924471299093,1.7619047619047619,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,2.0,1.0,7.0,16.0,1.0
